"delv_plt","material","ship_to","qty"
4512.6,"S24_2011","Quebec Home Shopping Network",36
2784.76,"S24_2011","Petit Auto",22
5316.36,"S24_2011","Royal Canadian Collectables, Ltd.",42
2941.89,"S24_2011","Amica Models & Co.",21
3207.4,"S24_2011","AV Stores, Co.",29
4215.05,"S24_2011","La Rochelle Gifts",35
4333.29,"S24_2011","Volvo Model Replicas, Co",41
2087.13,"S24_2011","Classic Legends Inc.",29
1711.22,"S24_2011","Euro Shopping Channel",34
3910.53,"S24_2011","Tokyo Collectables, Ltd",37
2255.12,"S24_2011","Corporate Gift Ideas Co.",28
5720.75,"S24_2011","Mini Gifts Distributors Ltd.",49
3335.23,"S24_2011","Gifts4AllAges.com",23
2472.96,"S24_2022","Blauer See Auto, Co.",46
1729.65,"S24_2022","AV Stores, Co.",39
995.5,"S24_2022","Signal Gift Stores",22
2414.72,"S24_2022","Signal Collectibles Ltd.",49
1560.47,"S24_2022","Corporate Gift Ideas Co.",43
1112.94,"S24_2022","Rovelli Gifts",27
1138.94,"S24_2022","Mini Gifts Distributors Ltd.",31
1012.4,"S24_2022","Australian Collectables, Ltd",20
913.92,"S24_2022","Euro Shopping Channel",24
2349.06,"S24_2022","Corrida Auto Replicas, Ltd",49
1161.12,"S24_2022","Saveley & Henriot, Co.",24
1764.75,"S24_2022","Euro Shopping Channel",39
1690.9,"S24_2022","Mini Caravy",37
2137.05,"S24_2022","Amica Models & Co.",45
2177.1,"S24_2022","Herkku Gifts",45
1734.48,"S24_2022","Auto Assoc. & Cie.",44
865.49,"S24_2022","Mini Gifts Distributors Ltd.",23
3500.1,"S24_2022","Online Diecast Creations Co.",30
2223.52,"S24_2022","AV Stores, Co.",26
2311.68,"S24_2022","Atelier graphique",43
828.36,"S24_2022","Lyon Souveniers",26
856.52,"S24_2022","Toys4GrownUps.com",28
1845.45,"S24_2022","Euro Shopping Channel",27
4042.08,"S24_2022","Anna's Decorations, Ltd",24
1828,"S24_2022","Mini Gifts Distributors Ltd.",40
3680.28,"S24_2300","Baane Mini Imports",36
2925.09,"S24_2300","La Corne D'abondance, Co.",21
3415.77,"S24_2300","Corrida Auto Replicas, Ltd",27
5105.14,"S24_2300","Technics Stores Inc.",47
5098.8,"S24_2300","Oulu Toy Supplies, Inc.",42
4661.76,"S24_2300","Dragon Souveniers, Ltd.",32
2969.96,"S24_2300","Stylish Desk Decors, Co.",28
3496.32,"S24_2300","Iberia Gift Imports, Corp.",24
5760.93,"S24_2300","Saveley & Henriot, Co.",49
6819.04,"S24_2300","Diecast Collectables",46
3148.88,"S24_2300","Handji Gifts& Co",28
5704.32,"S24_2300","Mini Gifts Distributors Ltd.",48
3520.6,"S24_2300","Euro Shopping Channel",29
5285.62,"S24_2300","Handji Gifts& Co",47
5605.05,"S24_2300","Mini Gifts Distributors Ltd.",43
2779.5,"S24_2300","Diecast Classics Inc.",25
5398.08,"S24_2300","Scandinavian Gift Ideas",48
3189.6,"S24_2300","Marta's Replicas Co.",24
5581.8,"S24_2300","Canadian Gift Exchange Network",42
3820.44,"S24_2300","Vitachrome Inc.",31
5528.04,"S24_2300","Volvo Model Replicas, Co",42
5981.42,"S24_2300","Corrida Auto Replicas, Ltd",37
5684.65,"S24_2300","Euro Shopping Channel",41
3449.4,"S24_2300","Mini Gifts Distributors Ltd.",20
2654.4,"S24_2300","Mini Gifts Distributors Ltd.",20
8498,"S24_2300","Euro Shopping Channel",70
5510.54,"S24_2300","La Rochelle Gifts",49
2060.45,"S24_2360","Cruz & Sons Co.",35
2460.16,"S24_2360","Reims Collectables",32
1787.56,"S24_2360","Mini Gifts Distributors Ltd.",29
1645.65,"S24_2360","Toys4GrownUps.com",27
2169.18,"S24_2360","Corporate Gift Ideas Co.",27
2816.18,"S24_2360","Anna's Decorations, Ltd",38
2521.05,"S24_2360","Daedalus Designs Imports",35
3199.98,"S24_2360","Euro Shopping Channel",42
1338.12,"S24_2360","Auto Canal Petit",21
2972.58,"S24_2360","Daedalus Designs Imports",37
2070.9,"S24_2360","Vitachrome Inc.",26
3092.6,"S24_2360","Auto Canal Petit",47
2408.7,"S24_2360","Gifts4AllAges.com",37
3472.54,"S24_2360","Online Mini Collectables",46
2263.28,"S24_2360","Marta's Replicas Co.",38
2194.17,"S24_2360","Toys of Finland, Co.",33
1346.4,"S24_2360","Baane Mini Imports",24
2533.63,"S24_2360","Microscale Inc.",31
3403.26,"S24_2360","Cruz & Sons Co.",42
3307.2,"S24_2360","Salzburg Collectables",32
2896.65,"S24_2360","Euro Shopping Channel",41
2632.89,"S24_2360","Suominen Souveniers",43
2046,"S24_2360","La Rochelle Gifts",20
2279.55,"S24_2360","Mini Gifts Distributors Ltd.",35
2150.55,"S24_2360","UK Collectables, Ltd.",27
3360.45,"S24_2766","AV Stores, Co.",43
2326.4,"S24_2766","Signal Gift Stores",32
1545.6,"S24_2766","Anna's Decorations, Ltd",21
2144.6,"S24_2766","Heintze Collectables",20
1639.22,"S24_2766","Gift Depot Inc.",22
2649.6,"S24_2766","Mini Gifts Distributors Ltd.",36
3845.6,"S24_2766","Online Diecast Creations Co.",46
4527.04,"S24_2766","Muscle Machine Inc",47
3966.3,"S24_2766","Euro Shopping Channel",45
4142.58,"S24_2766","Saveley & Henriot, Co.",47
4441.5,"S24_2766","Mini Caravy",47
3315.12,"S24_2766","Muscle Machine Inc",38
3918.53,"S24_2766","Euro Shopping Channel",49
2830.45,"S24_2766","Handji Gifts& Co",35
5298.86,"S24_2766","UK Collectables, Ltd.",49
2620.8,"S24_2766","Euro Shopping Channel",28
2181,"S24_2766","FunGiftIdeas.com",30
3382.08,"S24_2766","AV Stores, Co.",39
2876.75,"S24_2766","Signal Gift Stores",25
4107.2,"S24_2766","Mini Gifts Distributors Ltd.",40
1350,"S24_2766","Euro Shopping Channel",36
7182,"S24_2766","The Sharp Gifts Warehouse",76
3933.93,"S24_2766","Souveniers And Things Co.",39
1742.4,"S24_2840","Euro Shopping Channel",44
721.44,"S24_2840","La Corne D'abondance, Co.",24
1489.41,"S24_2840","Muscle Machine Inc",39
891.03,"S24_2840","Suominen Souveniers",21
1209.3,"S24_2840","Oulu Toy Supplies, Inc.",30
859.14,"S24_2840","Dragon Souveniers, Ltd.",27
1151.44,"S24_2840","Stylish Desk Decors, Co.",37
1336.44,"S24_2840","Iberia Gift Imports, Corp.",42
905.28,"S24_2840","Mini Classics",32
1247.4,"S24_2840","Diecast Collectables",42
846.51,"S24_2840","Signal Collectibles Ltd.",21
1085.04,"S24_2840","Mini Gifts Distributors Ltd.",33
1767.43,"S24_2840","Euro Shopping Channel",49
1030.44,"S24_2840","Handji Gifts& Co",31
1585.36,"S24_2840","Mini Gifts Distributors Ltd.",38
813.2,"S24_2840","Diecast Classics Inc.",20
1172.34,"S24_2840","Land of Toys Inc.",39
1510.56,"S24_2840","Marta's Replicas Co.",48
1448.07,"S24_2840","Heintze Collectables",39
3338.1,"S24_2840","Vitachrome Inc.",30
1225.29,"S24_2840","Mini Gifts Distributors Ltd.",33
1336.68,"S24_2840","Muscle Machine Inc",36
2985.84,"S24_2840","Euro Shopping Channel",36
5545.8,"S24_2840","Mini Gifts Distributors Ltd.",45
6089.6,"S24_2840","Euro Shopping Channel",40
1789.4,"S24_2840","Euro Shopping Channel",46
1082.1,"S24_2840","Euro Shopping Channel",30
1030.44,"S24_2840","La Rochelle Gifts",31
3659.32,"S24_2841","Rovelli Gifts",49
2443.6,"S24_2841","Salzburg Collectables",41
2349.9,"S24_2841","Gift Ideas Corp.",35
1646.19,"S24_2841","Mini Creations Ltd.",27
1670.26,"S24_2841","Toys of Finland, Co.",23
1467.48,"S24_2841","Scandinavian Gift Ideas",21
2748.56,"S24_2841","Alpha Cognac",34
1522.4,"S24_2841","Double Decker Gift Stores, Ltd",22
3255.36,"S24_2841","Cruz & Sons Co.",48
3535.03,"S24_2841","Men 'R' US Retailers, Ltd.",43
2608.96,"S24_2841","Collectable Mini Designs Co.",32
1356.4,"S24_2841","Cambridge Collectables Co.",20
1611.36,"S24_2841","Euro Shopping Channel",24
2603.2,"S24_2841","Collectables For Less Inc.",40
2219.7,"S24_2841","Norway Gifts By Mail, Co.",30
1496.25,"S24_2841","Bavarian Collectables Imports, Co.",21
1884,"S24_2841","Classic Gift Ideas, Inc",25
2166.14,"S24_2841","giftsbymail.co.uk",34
2828.16,"S24_2841","Rovelli Gifts",48
6214.45,"S24_2841","Tokyo Collectables, Ltd",55
1867,"S24_2841","Stylish Desk Decors, Co.",25
2676.72,"S24_2841","Oulu Toy Supplies, Inc.",38
2182.44,"S24_2841","Euro Shopping Channel",39
1611.4,"S24_2841","Reims Collectables",28
1479.84,"S24_2841","The Sharp Gifts Warehouse",24
1424.22,"S24_2841","Australian Collectables, Ltd",21
5942.28,"S24_2887","AV Stores, Co.",46
2348.75,"S24_2887","Signal Gift Stores",25
4392.12,"S24_2887","Anna's Decorations, Ltd",34
2759.75,"S24_2887","Heintze Collectables",25
2728.03,"S24_2887","Rovelli Gifts",23
2395.8,"S24_2887","Mini Gifts Distributors Ltd.",20
3052.33,"S24_2887","Online Diecast Creations Co.",23
4242,"S24_2887","Muscle Machine Inc",42
2790.45,"S24_2887","Double Decker Gift Stores, Ltd",27
4340.49,"S24_2887","Saveley & Henriot, Co.",33
2762.2,"S24_2887","Mini Caravy",28
4645.72,"S24_2887","Muscle Machine Inc",43
5580.96,"S24_2887","Euro Shopping Channel",48
6539.04,"S24_2887","Handji Gifts& Co",48
5548.95,"S24_2887","UK Collectables, Ltd.",45
4595.41,"S24_2887","Euro Shopping Channel",43
1859.44,"S24_2887","AV Stores, Co.",44
2093.76,"S24_2887","Signal Gift Stores",24
4223.13,"S24_2887","Mini Gifts Distributors Ltd.",31
1596.76,"S24_2887","Euro Shopping Channel",44
5820.35,"S24_2887","The Sharp Gifts Warehouse",59
5296.5,"S24_2887","Souveniers And Things Co.",55
930.9,"S24_2972","Motor Mint Distributors Inc.",29
1207.44,"S24_2972","Marseille Mini Autos",39
717.4,"S24_2972","Mini Gifts Distributors Ltd.",20
1066.75,"S24_2972","Collectables For Less Inc.",25
1554,"S24_2972","Men 'R' US Retailers, Ltd.",42
1277.64,"S24_2972","Quebec Home Shopping Network",36
1578.79,"S24_2972","Herkku Gifts",37
917.7,"S24_2972","Online Diecast Creations Co.",30
777,"S24_2972","Euro Shopping Channel",21
1476.28,"S24_2972","Euro Shopping Channel",34
1538.46,"S24_2972","Vida Sport, Ltd",42
891.2,"S24_2972","Oulu Toy Supplies, Inc.",20
1706.8,"S24_2972","UK Collectables, Ltd.",40
1373.6,"S24_2972","L'ordine Souveniers",34
1205.59,"S24_2972","Signal Gift Stores",31
1427.4,"S24_2972","Vida Sport, Ltd",36
1649.28,"S24_2972","Norway Gifts By Mail, Co.",48
1383.03,"S24_2972","Toms Spezialitten, Ltd",33
1229.51,"S24_2972","FunGiftIdeas.com",37
1140.48,"S24_2972","Motor Mint Distributors Inc.",27
1575.6,"S24_2972","Australian Collectors, Co.",39
1386.72,"S24_2972","Euro Shopping Channel",36
5018.4,"S24_2972","Toys4GrownUps.com",36
5856.85,"S24_2972","Euro Shopping Channel",41
4894.73,"S24_2972","Mini Gifts Distributors Ltd.",37
2094.32,"S24_2972","Mini Caravy",47
640.05,"S24_2972","Salzburg Collectables",15
3193.52,"S24_3151","Danish Wholesale Imports",44
3066.7,"S24_3151","Salzburg Collectables",35
3883.11,"S24_3151","Stylish Desk Decors, Co.",41
4814.25,"S24_3151","Mini Gifts Distributors Ltd.",49
2826.27,"S24_3151","Boards & Toys Co.",31
1593.2,"S24_3151","Scandinavian Gift Ideas",20
3266.1,"S24_3151","CAF Imports",45
2453.55,"S24_3151","Mini Creations Ltd.",33
3910.4,"S24_3151","Enaco Distributors",47
1788,"S24_3151","Saveley & Henriot, Co.",20
3328.07,"S24_3151","Collectable Mini Designs Co.",47
3788.4,"S24_3151","Tekni Collectables Inc.",40
3053.7,"S24_3151","Land of Toys Inc.",30
2005.74,"S24_3151","Quebec Home Shopping Network",22
2796.12,"S24_3151","Petit Auto",27
3159.96,"S24_3151","Royal Canadian Collectables, Ltd.",34
3908.62,"S24_3151","Gifts4AllAges.com",46
2606.48,"S24_3151","AV Stores, Co.",31
2081.76,"S24_3151","La Rochelle Gifts",24
3519.85,"S24_3151","Volvo Model Replicas, Co",41
10758,"S24_3151","Tokyo Collectables, Ltd",55
3021,"S24_3151","Euro Shopping Channel",30
1891.56,"S24_3151","Oulu Toy Supplies, Inc.",33
4208.41,"S24_3151","Corporate Gift Ideas Co.",43
2246.4,"S24_3151","Mini Gifts Distributors Ltd.",27
6107.4,"S24_3151","Gifts4AllAges.com",60
1987.74,"S24_3191","AV Stores, Co.",27
4068.96,"S24_3191","Signal Gift Stores",49
2282.22,"S24_3191","Anna's Decorations, Ltd",31
1541,"S24_3191","Heintze Collectables",20
1951.92,"S24_3191","Gift Depot Inc.",24
3107.61,"S24_3191","Mini Gifts Distributors Ltd.",33
2328.64,"S24_3191","Online Diecast Creations Co.",32
3184.8,"S24_3191","Muscle Machine Inc",40
2149.74,"S24_3191","Euro Shopping Channel",27
3184.8,"S24_3191","Saveley & Henriot, Co.",40
2114.58,"S24_3191","Mini Caravy",26
4256.56,"S24_3191","Muscle Machine Inc",44
2344.98,"S24_3191","Euro Shopping Channel",33
2328.66,"S24_3191","Handji Gifts& Co",34
3575.04,"S24_3191","UK Collectables, Ltd.",48
2076,"S24_3191","Euro Shopping Channel",25
3305.25,"S24_3191","FunGiftIdeas.com",39
1538.55,"S24_3191","AV Stores, Co.",45
3325.92,"S24_3191","Signal Gift Stores",24
3662.52,"S24_3191","Mini Gifts Distributors Ltd.",46
3478.64,"S24_3191","Euro Shopping Channel",44
1057.29,"S24_3191","The Sharp Gifts Warehouse",13
3385.9,"S24_3191","Souveniers And Things Co.",35
1892.1,"S24_3371","Cruz & Sons Co.",30
1707.14,"S24_3371","Marseille Mini Autos",34
1785.51,"S24_3371","Mini Gifts Distributors Ltd.",27
2057.4,"S24_3371","Collectables For Less Inc.",30
3490,"S24_3371","Corporate Gift Ideas Co.",50
1707.14,"S24_3371","Anna's Decorations, Ltd",34
1506.96,"S24_3371","Herkku Gifts",23
2880.48,"S24_3371","Toms Spezialitten, Ltd",48
2206.6,"S24_3371","Euro Shopping Channel",34
2351.04,"S24_3371","Auto Canal Petit",48
1205.04,"S24_3371","Vida Sport, Ltd",24
2935.15,"S24_3371","Danish Wholesale Imports",47
1263.84,"S24_3371","UK Collectables, Ltd.",24
2935.15,"S24_3371","L'ordine Souveniers",47
1224.6,"S24_3371","Online Mini Collectables",20
1359.4,"S24_3371","Vida Sport, Ltd",20
1822.18,"S24_3371","Blauer See Auto, Co.",31
2163.72,"S24_3371","Toms Spezialitten, Ltd",38
1591.98,"S24_3371","Volvo Model Replicas, Co",26
3078.5,"S24_3371","Motor Mint Distributors Inc.",25
2997.6,"S24_3371","Australian Collectors, Co.",48
2747.8,"S24_3371","Euro Shopping Channel",44
2447.76,"S24_3371","Suominen Souveniers",21
1910.84,"S24_3371","Euro Shopping Channel",46
2430.64,"S24_3371","Mini Gifts Distributors Ltd.",46
2896.3,"S24_3371","Salzburg Collectables",55
1630.6,"S24_3420","Rovelli Gifts",31
1459.6,"S24_3420","Salzburg Collectables",20
1716.22,"S24_3420","Gift Ideas Corp.",29
2560.47,"S24_3420","Mini Creations Ltd.",33
1900.26,"S24_3420","Toys of Finland, Co.",34
2019.84,"S24_3420","Scandinavian Gift Ideas",32
1988.28,"S24_3420","Alpha Cognac",27
1449.84,"S24_3420","Double Decker Gift Stores, Ltd",21
1935.09,"S24_3420","Cruz & Sons Co.",27
2793.24,"S24_3420","Men 'R' US Retailers, Ltd.",36
3025.05,"S24_3420","Collectable Mini Designs Co.",43
1742.5,"S24_3420","Cambridge Collectables Co.",25
3236.1,"S24_3420","Euro Shopping Channel",46
1735.92,"S24_3420","Collectables For Less Inc.",24
2795.13,"S24_3420","Norway Gifts By Mail, Co.",39
1671.52,"S24_3420","Bavarian Collectables Imports, Co.",31
1576.74,"S24_3420","Classic Gift Ideas, Inc",22
3615.71,"S24_3420","giftsbymail.co.uk",47
1459.6,"S24_3420","Rovelli Gifts",20
2891.01,"S24_3420","Tokyo Collectables, Ltd",29
2598.44,"S24_3420","Stylish Desk Decors, Co.",38
3871.92,"S24_3420","Souveniers And Things Co.",34
3036,"S24_3420","Oulu Toy Supplies, Inc.",46
2231.6,"S24_3420","Euro Shopping Channel",35
2436.78,"S24_3420","Reims Collectables",34
2173.6,"S24_3420","The Sharp Gifts Warehouse",38
1254.6,"S24_3420","Australian Collectables, Ltd",18
3724.42,"S24_3432","AV Stores, Co.",37
5203,"S24_3432","Signal Gift Stores",43
3469.5,"S24_3432","Anna's Decorations, Ltd",27
3148.2,"S24_3432","Heintze Collectables",30
2167.22,"S24_3432","Gift Depot Inc.",22
6244.07,"S24_3432","Mini Gifts Distributors Ltd.",49
5566,"S24_3432","Online Diecast Creations Co.",46
4368.96,"S24_3432","Muscle Machine Inc",48
4039.26,"S24_3432","Euro Shopping Channel",46
4420.32,"S24_3432","Collectable Mini Designs Co.",48
2341.71,"S24_3432","Mini Caravy",27
5110.98,"S24_3432","Muscle Machine Inc",43
6168,"S24_3432","Euro Shopping Channel",48
4873.26,"S24_3432","Handji Gifts& Co",41
2120.14,"S24_3432","Norway Gifts By Mail, Co.",22
4236.14,"S24_3432","Euro Shopping Channel",46
1888.95,"S24_3432","FunGiftIdeas.com",21
1152.58,"S24_3432","AV Stores, Co.",31
2492.88,"S24_3432","Signal Gift Stores",26
1991.6,"S24_3432","Mini Gifts Distributors Ltd.",20
3953.18,"S24_3432","Euro Shopping Channel",34
3729.39,"S24_3432","The Sharp Gifts Warehouse",43
2617.16,"S24_3432","Souveniers And Things Co.",26
3983.5,"S24_3816","Danish Wholesale Imports",50
3169.95,"S24_3816","Salzburg Collectables",35
3899.5,"S24_3816","Stylish Desk Decors, Co.",50
1851.73,"S24_3816","Mini Creations Ltd.",23
2513.41,"S24_3816","Toys of Finland, Co.",37
2431.94,"S24_3816","Scandinavian Gift Ideas",29
1514.52,"S24_3816","Alpha Cognac",21
3079.44,"S24_3816","Double Decker Gift Stores, Ltd",36
1900.36,"S24_3816","Enaco Distributors",22
1974.06,"S24_3816","Men 'R' US Retailers, Ltd.",22
3703.46,"S24_3816","Collectable Mini Designs Co.",46
1755.13,"S24_3816","Land of Toys Inc.",23
4273.29,"S24_3816","Euro Shopping Channel",49
3984.96,"S24_3816","Petit Auto",48
2407.68,"S24_3816","Royal Canadian Collectables, Ltd.",33
1697.3,"S24_3816","Bavarian Collectables Imports, Co.",22
2011.02,"S24_3816","Classic Gift Ideas, Inc",22
2306.25,"S24_3816","giftsbymail.co.uk",25
1845,"S24_3816","Volvo Model Replicas, Co",20
2493.12,"S24_3816","Tokyo Collectables, Ltd",42
1508.5,"S24_3816","Euro Shopping Channel",25
2394.3,"S24_3816","Oulu Toy Supplies, Inc.",23
3164.98,"S24_3816","Mini Gifts Distributors Ltd.",37
3351.09,"S24_3816","Mini Gifts Distributors Ltd.",37
3064.32,"S24_3816","The Sharp Gifts Warehouse",42
3891.81,"S24_3816","Gifts4AllAges.com",51
5448.8,"S24_3856","Cruz & Sons Co.",40
5494.97,"S24_3856","Marseille Mini Autos",43
6336.07,"S24_3856","Mini Gifts Distributors Ltd.",47
2906.97,"S24_3856","Collectables For Less Inc.",23
4767.7,"S24_3856","Men 'R' US Retailers, Ltd.",35
3819.56,"S24_3856","Mini Auto Werke",34
3861.75,"S24_3856","Herkku Gifts",25
6319.35,"S24_3856","Online Diecast Creations Co.",45
6996.42,"S24_3856","Euro Shopping Channel",47
6949.67,"S24_3856","Euro Shopping Channel",49
4550,"S24_3856","Vida Sport, Ltd",40
4479.63,"S24_3856","Oulu Toy Supplies, Inc.",29
5148,"S24_3856","UK Collectables, Ltd.",39
2932.08,"S24_3856","L'ordine Souveniers",24
3159.75,"S24_3856","Signal Gift Stores",25
4297.32,"S24_3856","Vida Sport, Ltd",36
7723.5,"S24_3856","Norway Gifts By Mail, Co.",50
5497.65,"S24_3856","Toms Spezialitten, Ltd",45
4052.88,"S24_3856","FunGiftIdeas.com",26
3135.93,"S24_3856","Motor Mint Distributors Inc.",21
5013.54,"S24_3856","Australian Collectors, Co.",42
5302.72,"S24_3856","Euro Shopping Channel",32
2931.98,"S24_3856","Suominen Souveniers",31
1757.91,"S24_3856","Euro Shopping Channel",33
6763.05,"S24_3856","Mini Gifts Distributors Ltd.",45
11739.7,"S24_3856","Mini Caravy",76
9240,"S24_3856","Salzburg Collectables",70
3241.5,"S24_3949","Rovelli Gifts",50
1968.12,"S24_3949","Salzburg Collectables",28
4094.5,"S24_3949","Gift Ideas Corp.",50
1853.32,"S24_3949","Mini Creations Ltd.",28
3392.84,"S24_3949","Toys of Finland, Co.",44
1971.54,"S24_3949","Technics Stores Inc.",27
2169.9,"S24_3949","Alpha Cognac",30
2846.17,"S24_3949","Cruz & Sons Co.",43
2018.4,"S24_3949","Osaka Souveniers Co.",29
2718.72,"S24_3949","Collectable Mini Designs Co.",48
1981.65,"S24_3949","Royal Canadian Collectables, Ltd.",33
3002.4,"S24_3949","The Sharp Gifts Warehouse",40
2948.16,"S24_3949","Euro Shopping Channel",48
3357.49,"S24_3949","La Rochelle Gifts",41
1175.16,"S24_3949","Norway Gifts By Mail, Co.",21
2292.8,"S24_3949","Bavarian Collectables Imports, Co.",32
3286.49,"S24_3949","Mini Classics",43
2333.7,"S24_3949","giftsbymail.co.uk",30
2675.05,"S24_3949","Rovelli Gifts",35
4361.4,"S24_3949","Tokyo Collectables, Ltd",45
2018.58,"S24_3949","Stylish Desk Decors, Co.",34
3710.98,"S24_3949","Souveniers And Things Co.",26
2847,"S24_3949","Oulu Toy Supplies, Inc.",39
3006.12,"S24_3949","Euro Shopping Channel",41
2797.84,"S24_3949","Reims Collectables",41
3843.2,"S24_3949","Tekni Collectables Inc.",64
1351.08,"S24_3949","L'ordine Souveniers",18
1689.03,"S24_3969","Online Diecast Creations Co.",49
1654.56,"S24_3969","AV Stores, Co.",48
1528.58,"S24_3969","Signal Gift Stores",46
1013.48,"S24_3969","Signal Collectibles Ltd.",26
1442.26,"S24_3969","Corporate Gift Ideas Co.",37
1163.05,"S24_3969","Rovelli Gifts",35
971.98,"S24_3969","Mini Gifts Distributors Ltd.",23
902.66,"S24_3969","Australian Collectables, Ltd",22
1295.97,"S24_3969","Muscle Machine Inc",39
1534.72,"S24_3969","Corrida Auto Replicas, Ltd",44
1185.3,"S24_3969","Saveley & Henriot, Co.",27
1698.78,"S24_3969","Microscale Inc.",46
1381.05,"S24_3969","Amica Models & Co.",33
1340.46,"S24_3969","Handji Gifts& Co",33
965.04,"S24_3969","Iberia Gift Imports, Corp.",24
1093.99,"S24_3969","Mini Gifts Distributors Ltd.",31
3166.84,"S24_3969","AV Stores, Co.",41
2143.68,"S24_3969","Signal Gift Stores",22
1717.64,"S24_3969","Mini Gifts Distributors Ltd.",46
4086.29,"S24_3969","Euro Shopping Channel",43
553.95,"S24_3969","Tokyo Collectables, Ltd",15
652.35,"S24_3969","Souveniers And Things Co.",15
2921.62,"S24_4048","Euro Shopping Channel",26
5568.64,"S24_4048","Classic Legends Inc.",44
1939.8,"S24_4048","Muscle Machine Inc",20
3784.8,"S24_4048","Suominen Souveniers",40
2802.09,"S24_4048","Australian Gift Network, Co",23
2384.64,"S24_4048","Dragon Souveniers, Ltd.",24
2915.66,"S24_4048","L'ordine Souveniers",29
5795.72,"S24_4048","Iberia Gift Imports, Corp.",49
3699.88,"S24_4048","Mini Classics",34
2980.6,"S24_4048","Diecast Collectables",28
5032.74,"S24_4048","Clover Collections, Co.",37
4737.15,"S24_4048","Blauer See Auto, Co.",45
6311.2,"S24_4048","Euro Shopping Channel",46
3070.54,"S24_4048","Mini Gifts Distributors Ltd.",22
4797.39,"S24_4048","Mini Gifts Distributors Ltd.",39
3832.38,"S24_4048","Land of Toys Inc.",27
4641.48,"S24_4048","Marta's Replicas Co.",36
4000.26,"S24_4048","Heintze Collectables",38
5325.76,"S24_4048","Baane Mini Imports",44
4618.69,"S24_4048","La Corne D'abondance, Co.",31
3182.97,"S24_4048","Muscle Machine Inc",23
2603.04,"S24_4048","Reims Collectables",22
1408.96,"S24_4048","Mini Gifts Distributors Ltd.",28
1972.11,"S24_4048","Euro Shopping Channel",21
5207.75,"S24_4048","Euro Shopping Channel",37
4253.2,"S24_4048","Euro Shopping Channel",31
2873,"S24_4258","Baane Mini Imports",25
2253.68,"S24_4258","Mini Wheels Co.",26
3576.12,"S24_4258","Corrida Auto Replicas, Ltd",34
3276.13,"S24_4258","Souveniers And Things Co.",29
1811.4,"S24_4258","Signal Collectibles Ltd.",20
3845.1,"S24_4258","Classic Legends Inc.",42
2571.14,"S24_4258","Rovelli Gifts",22
5035.11,"S24_4258","Classic Gift Ideas, Inc",47
2279,"S24_4258","Australian Collectables, Ltd",20
3213.87,"S24_4258","Canadian Gift Exchange Network",33
3532.23,"S24_4258","West Coast Collectables Co.",39
3406.59,"S24_4258","Cambridge Collectables Co.",33
3467.2,"S24_4258","Euro Shopping Channel",40
3628.94,"S24_4258","The Sharp Gifts Warehouse",46
4674.72,"S24_4258","Salzburg Collectables",48
1656.69,"S24_4258","Amica Models & Co.",21
5171.4,"S24_4258","Auto-Moto Classics Inc.",45
3342.57,"S24_4258","Auto Assoc. & Cie.",33
4884.88,"S24_4258","Mini Gifts Distributors Ltd.",44
6267.69,"S24_4258","Vitachrome Inc.",33
4424.16,"S24_4258","Mini Wheels Co.",39
1962.09,"S24_4258","Corrida Auto Replicas, Ltd",39
6847,"S24_4258","Euro Shopping Channel",41
3476.8,"S24_4258","Collectables For Less Inc.",40
4592.61,"S24_4258","Mini Gifts Distributors Ltd.",33
2208.92,"S24_4258","Petit Auto",28
1657.76,"S24_4278","Rovelli Gifts",26
2479.21,"S24_4278","Australian Collectors, Co.",29
3565.92,"S24_4278","Euro Shopping Channel",46
2797.41,"S24_4278","Toys4GrownUps.com",33
3756,"S24_4278","Technics Stores Inc.",48
2840,"S24_4278","Osaka Souveniers Co.",40
1716.26,"S24_4278","Australian Collectors, Co.",23
3245.6,"S24_4278","Royal Canadian Collectables, Ltd.",40
2760.94,"S24_4278","The Sharp Gifts Warehouse",37
1808.4,"S24_4278","Gift Depot Inc.",24
1682.37,"S24_4278","La Rochelle Gifts",27
1491,"S24_4278","Norway Gifts By Mail, Co.",21
1666.35,"S24_4278","Clover Collections, Co.",23
3666.08,"S24_4278","Mini Classics",44
2916.2,"S24_4278","Technics Stores Inc.",35
2616.98,"S24_4278","Rovelli Gifts",43
3390.8,"S24_4278","Enaco Distributors",40
3146.5,"S24_4278","Gift Ideas Corp.",35
1561.5,"S24_4278","Souveniers And Things Co.",25
10039.6,"S24_4278","La Rochelle Gifts",43
3167,"S24_4278","Euro Shopping Channel",50
3521.25,"S24_4278","Reims Collectables",45
4219.28,"S24_4278","Tekni Collectables Inc.",52
3581.76,"S24_4278","L'ordine Souveniers",48
2130.01,"S24_4620","Cruz & Sons Co.",31
2063.06,"S24_4620","Marseille Mini Autos",29
2008.13,"S24_4620","Mini Gifts Distributors Ltd.",23
2004.77,"S24_4620","Collectables For Less Inc.",31
1543.3,"S24_4620","Corporate Gift Ideas Co.",23
2269.92,"S24_4620","Anna's Decorations, Ltd",24
1991.92,"S24_4620","Daedalus Designs Imports",28
2916.76,"S24_4620","Toms Spezialitten, Ltd",44
2027.52,"S24_4620","Auto Canal Petit",22
3235.18,"S24_4620","Vida Sport, Ltd",46
2062.94,"S24_4620","Danish Wholesale Imports",22
3317.78,"S24_4620","Auto Canal Petit",38
